IdVenta,IdProducto,IdSucursal,IdCliente,IdVendedor,IdTiempo,CantidadVenta,TotalVenta
772,11,3,30,9,178,2,195,08
773,3,9,11,15,19,9,64,35
774,3,1,44,6,82,3,21,45
775,7,11,44,8,54,8,216,16
776,6,16,71,8,127,3,159,36
777,13,17,60,22,85,4,386,12
778,9,1,9,6,69,9,824,31
779,13,17,63,12,88,2,193,06
780,1,10,49,15,67,2,135,94
781,2,12,59,19,156,8,263,84
782,12,13,86,2,135,1,50,90
783,1,13,93,8,138,7,475,79
784,9,6,38,3,136,6,549,54
785,9,12,44,15,17,5,457,95
786,10,6,1,21,86,1,72,64
787,10,14,63,21,121,5,363,20
788,11,16,71,15,3,4,390,16
789,10,19,85,29,151,11,799,04
790,9,4,40,23,139,4,366,36
791,13,19,80,18,77,3,289,59
792,5,9,42,24,130,7,87,29
793,11,11,58,7,127,4,390,16
794,4,1,30,21,170,6,69,66
795,6,17,32,4,105,5,265,60
796,1,6,81,19,118,8,543,76
797,10,2,14,30,62,2,145,28
798,6,11,45,18,54,4,212,48
799,14,18,7,29,175,4,288,20
800,9,11,53,20,177,2,183,18
801,11,13,44,28,5,6,585,24
802,8,8,54,18,89,7,479,71
803,6,2,30,10,92,6,318,72
804,14,14,46,15,51,1,72,05
805,12,4,97,13,14,2,101,80
806,4,12,32,30,135,7,81,27
807,7,1,68,16,80,9,243,18
808,3,9,71,17,16,4,28,60
809,8,6,29,8,149,2,137,06
810,10,3,59,28,84,5,363,20
811,12,14,84,4,170,7,356,30
812,13,18,4,15,106,6,579,18
813,3,19,63,16,128,4,28,60
814,12,15,42,5,163,2,101,80
815,1,15,24,12,92,9,611,73
816,5,18,55,8,82,6,74,82
817,12,8,61,15,156,2,101,80
818,4,9,91,3,151,11,127,71
819,5,11,41,6,94,2,24,94
820,8,8,86,16,90,8,548,24
821,4,18,23,25,5,3,34,83
822,5,2,6,1,46,5,62,35
823,9,12,25,27,90,10,915,90
824,15,11,72,26,156,7,577,29
825,13,11,20,25,67,4,386,12
826,4,12,84,29,135,7,81,27
827,6,10,13,22,54,3,159,36
828,7,2,35,11,45,6,162,12
829,10,15,24,18,85,9,653,76
830,5,19,55,14,19,1,12,47
831,9,2,69,6,162,3,274,77
832,5,2,26,24,103,3,37,41
833,1,19,64,11,159,8,543,76
834,11,13,39,14,78,6,585,24
835,8,5,89,19,114,4,274,12
836,12,6,81,12,43,7,356,30
837,8,5,71,11,52,4,274,12
838,7,17,49,22,160,3,81,06
839,10,20,92,28,84,9,653,76
840,15,15,36,21,57,2,164,94
841,9,18,62,13,6,4,366,36
842,4,7,22,8,145,3,34,83
843,11,1,85,19,73,11,1072,94
844,14,9,90,26,5,10,720,50
845,11,12,41,13,135,9,877,86
846,7,3,86,23,36,4,108,08
847,7,4,22,15,120,6,162,12
848,13,16,27,12,36,11,1061,83
849,1,17,31,29,31,9,611,73
850,11,4,41,8,116,3,292,62
851,4,6,30,1,169,5,58,05
852,6,12,23,12,63,10,531,20
853,6,4,5,13,92,3,159,36
854,5,2,97,7,73,3,37,41
855,9,7,70,24,180,5,457,95
856,9,2,69,10,65,1,91,59
857,6,20,77,20,96,2,106,24
858,15,1,80,1,107,10,824,70
859,11,9,72,9,28,5,487,70
860,15,4,92,25,91,1,82,47
861,15,1,13,5,16,10,824,70
862,4,4,81,17,75,3,34,83
863,12,7,63,1,95,3,152,70
864,14,8,84,27,155,10,720,50
865,6,20,37,14,8,10,531,20
866,7,2,23,26,44,3,81,06
867,3,9,76,29,15,2,14,30
868,6,14,47,6,54,9,478,08
869,13,4,63,29,1,3,289,59
870,6,8,39,27,115,6,318,72
871,11,16,45,22,8,8,780,32
872,9,5,59,24,179,7,641,13
873,8,13,27,2,59,5,342,65
874,9,17,69,3,124,5,457,95
875,12,5,61,18,174,9,458,10
876,1,2,36,14,153,6,407,82
877,10,15,53,11,114,4,290,56
878,4,19,23,2,90,7,81,27
879,7,13,17,13,139,3,81,06
880,12,7,86,12,40,6,305,40
881,9,4,55,25,17,7,641,13
882,6,11,37,20,18,6,318,72
883,14,5,94,5,116,2,144,10
884,7,6,78,9,181,2,54,04
885,10,2,36,16,37,2,145,28
886,6,19,4,14,97,6,318,72
887,11,8,91,7,47,5,487,70
888,8,9,61,14,30,10,685,30
889,5,15,12,10,132,9,112,23
890,15,1,76,22,138,5,412,35
891,15,1,17,25,86,4,329,88
892,15,18,82,20,162,3,247,41
893,11,19,77,29,5,2,195,08
894,10,6,38,6,46,6,435,84
895,12,13,52,21,173,7,356,30
896,15,15,92,12,45,2,164,94
897,13,12,48,21,41,8,772,24
898,3,1,43,5,30,6,42,90
899,15,17,1,19,100,6,494,82
900,5,4,41,4,121,2,24,94
901,5,1,57,10,61,9,112,23
902,12,4,63,3,121,11,559,90
903,2,6,12,12,144,5,164,90
904,2,3,63,16,155,10,329,80
905,5,4,86,20,103,3,37,41
906,5,15,27,18,69,8,99,76
907,12,4,54,23,138,6,305,40
908,10,4,65,11,132,6,435,84
909,9,16,57,3,3,9,824,31
910,2,4,32,13,83,6,197,88
911,14,8,26,2,118,6,432,30
912,11,5,31,20,9,2,195,08
913,13,1,36,23,157,2,193,06
914,13,18,35,7,72,2,193,06
915,11,2,27,6,11,4,390,16
916,4,3,86,14,146,9,104,49
917,4,11,74,3,38,6,69,66
918,5,5,51,24,148,11,137,17
919,11,19,11,19,149,4,390,16
920,2,11,76,15,45,7,230,86
921,14,18,8,26,153,6,432,30
922,7,3,21,13,120,4,108,08
923,5,2,65,26,123,10,124,70
924,8,14,81,11,133,4,274,12
925,11,6,92,11,7,9,877,86
926,11,16,42,9,79,11,1072,94
927,3,12,62,8,14,3,21,45
928,4,18,63,6,4,9,104,49
929,6,18,87,23,81,6,318,72
930,12,8,39,9,43,3,152,70
931,11,3,62,3,105,10,975,40
932,11,14,84,7,146,8,780,32
933,4,5,23,28,104,6,69,66
934,4,10,34,27,24,8,92,88
935,1,3,13,8,48,4,271,88
936,11,12,3,29,12,8,780,32
937,7,7,97,28,61,10,270,20
938,9,13,14,9,164,7,641,13
939,11,1,38,30,32,9,877,86
940,5,8,27,5,148,10,124,70
941,5,14,47,11,175,3,37,41
942,1,15,41,23,171,7,475,79
943,13,5,60,27,52,4,386,12
944,10,4,6,24,27,7,508,48
945,10,10,42,26,70,3,217,92
946,6,14,95,3,168,2,106,24
947,8,1,74,27,108,7,479,71
948,14,15,72,17,148,10,720,50
949,5,20,20,19,122,6,74,82
950,15,4,19,13,121,5,412,35
951,10,2,56,27,11,6,435,84
952,5,14,67,12,6,11,137,17
953,8,2,99,25,145,6,411,18
954,11,20,18,22,67,7,682,78
955,11,5,37,30,158,5,487,70
956,13,18,46,3,105,10,965,30
957,12,11,30,15,34,8,407,20
958,15,9,27,27,36,2,164,94
959,11,6,67,11,73,9,877,86
960,5,16,16,18,167,6,74,82
961,13,14,2,6,136,9,868,77
962,4,8,97,25,43,6,69,66
963,10,1,95,12,172,1,72,64
964,1,8,59,18,180,7,475,79
965,6,16,49,25,92,7,371,84
966,1,11,35,13,44,6,407,82
967,2,17,70,12,151,6,197,88
968,4,16,62,22,121,2,23,22
969,5,5,80,4,1,8,99,76
970,6,5,90,15,149,3,159,36
971,8,18,15,2,180,8,548,24
972,5,8,72,10,67,9,112,23
973,4,1,15,26,25,1,11,61
974,14,5,20,26,60,4,288,20
975,1,6,10,30,116,9,611,73
976,5,20,96,18,19,11,137,17
977,4,11,6,6,108,5,58,05
978,3,12,33,5,34,7,50,05
979,10,6,18,30,42,10,726,40
980,9,20,38,19,84,9,824,31
981,8,1,65,22,39,8,548,24
982,11,2,7,4,173,5,487,70
983,15,1,59,13,171,3,247,41
984,3,14,7,24,130,5,35,75
985,14,18,99,28,74,5,360,25
986,8,13,16,6,34,6,411,18
987,13,13,72,26,146,3,289,59
988,2,20,94,20,14,3,98,94
989,8,16,72,9,161,5,342,65
990,11,6,11,19,146,3,292,62
991,13,3,78,29,55,4,386,12
992,8,12,91,7,123,6,411,18
993,2,13,75,2,17,6,197,88
994,6,2,83,11,70,6,318,72
995,12,13,96,12,94,2,101,80
996,2,1,55,7,11,2,65,96
997,6,10,84,20,144,6,318,72
998,9,15,18,3,128,11,1007,49
999,12,10,55,15,143,8,407,20
1000,12,13,40,19,29,5,254,50
IdVenta,IdProducto,IdSucursal,IdCliente,IdVendedor,IdTiempo,CantidadVenta,TotalVenta
1,5,9,50,14,179,9,112,23
2,5,9,73,24,164,10,124,70
3,7,1,39,6,44,6,162,12
4,3,10,55,11,118,5,35,75
5,12,3,93,14,139,10,509,00
6,4,4,99,14,69,4,46,44
7,2,18,97,13,91,1,32,98
8,7,8,32,1,118,8,216,16
9,1,16,75,24,38,9,611,73
10,5,13,2,9,173,10,124,70
11,2,14,40,15,109,3,98,94
12,1,15,99,22,141,2,135,94
13,13,5,61,20,104,11,1061,83
14,11,6,74,7,88,10,975,40
15,14,4,5,25,16,8,576,40
16,3,14,4,9,113,9,64,35
17,11,8,61,28,154,2,195,08
18,4,7,46,8,36,7,81,27
19,8,13,44,10,27,4,274,12
20,5,13,71,10,151,2,24,94
21,4,20,66,23,157,8,92,88
22,10,11,27,16,168,8,581,12
23,9,20,8,21,62,5,457,95
24,14,12,26,21,122,5,360,25
25,11,18,24,8,105,5,487,70
26,14,2,42,23,8,1,72,05
27,6,14,98,9,93,5,265,60
28,8,7,45,16,157,2,137,06
29,10,20,88,28,142,10,726,40
30,12,9,68,23,148,10,509,00
31,7,17,68,19,71,2,54,04
32,9,17,87,15,125,2,183,18
33,14,10,59,13,55,7,504,35
34,7,15,8,24,109,9,243,18
35,7,5,49,8,27,6,162,12
36,15,4,94,23,111,6,494,82
37,2,14,90,21,177,7,230,86
38,12,7,76,29,126,4,203,60
39,12,15,66,9,82,5,254,50
40,3,13,30,16,174,8,57,20
41,14,16,4,22,4,3,216,15
42,15,1,69,5,88,10,824,70
43,11,15,34,16,160,3,292,62
44,14,19,78,9,124,6,432,30
45,4,5,77,19,55,11,127,71
46,14,3,6,8,73,1,72,05
47,7,15,75,28,69,3,81,06
48,13,4,77,12,148,11,1061,83
49,12,17,47,18,129,2,101,80
50,8,14,89,29,14,2,137,06
51,3,4,34,26,12,4,28,60
52,8,11,78,21,170,7,479,71
53,15,8,35,12,92,9,742,23
54,2,3,88,10,34,5,164,90
55,13,16,48,14,52,3,289,59
56,11,8,61,4,98,3,292,62
57,14,20,44,16,50,2,144,10
58,12,19,9,2,38,5,254,50
59,5,18,22,26,160,4,49,88
60,11,1,1,14,111,10,975,40
61,8,2,91,10,135,8,548,24
62,10,17,66,28,51,7,508,48
63,6,11,73,30,55,1,53,12
64,12,1,4,20,124,5,254,50
65,6,18,20,4,125,2,106,24
66,7,6,10,12,181,6,162,12
67,7,20,95,9,46,1,27,02
68,12,16,97,18,34,1,50,90
69,4,8,26,7,44,2,23,22
70,2,4,72,7,91,9,296,82
71,1,1,19,14,174,11,747,67
72,8,18,96,14,154,9,616,77
73,14,17,73,8,51,6,432,30
74,9,15,71,18,67,5,457,95
75,10,12,69,17,58,4,290,56
76,11,9,42,11,119,2,195,08
77,7,14,15,5,97,7,189,14
78,5,4,65,21,123,5,62,35
79,5,10,86,17,36,3,37,41
80,4,17,27,30,161,6,69,66
81,3,8,42,26,26,5,35,75
82,15,16,64,5,1,2,164,94
83,9,3,60,2,33,2,183,18
84,12,13,52,12,108,5,254,50
85,11,6,28,20,94,5,487,70
86,11,19,45,8,148,9,877,86
87,15,3,27,15,104,9,742,23
88,5,17,79,18,84,6,74,82
89,12,5,86,15,138,11,559,90
90,14,6,33,4,66,7,504,35
91,2,17,55,12,172,8,263,84
92,12,6,18,3,102,6,305,40
93,8,12,76,8,172,1,68,53
94,5,4,92,23,22,4,49,88
95,13,8,67,27,45,7,675,71
96,5,6,94,8,167,6,74,82
97,9,17,73,20,130,7,641,13
98,2,16,90,5,52,5,164,90
99,14,17,23,3,80,11,792,55
100,3,5,80,25,127,3,21,45
101,14,7,41,10,43,8,576,40
102,12,1,19,19,146,3,152,70
103,2,14,66,22,25,9,296,82
104,3,12,24,30,125,4,28,60
105,5,10,31,26,30,3,37,41
106,3,18,94,11,146,8,57,20
107,7,13,23,11,4,8,216,16
108,1,17,32,21,177,1,67,97
109,12,16,31,29,125,10,509,00
110,4,16,98,9,121,10,116,10
111,12,5,90,28,109,10,509,00
112,14,11,45,13,78,4,288,20
113,2,20,68,7,51,4,131,92
114,14,6,34,24,35,11,792,55
115,15,8,74,29,165,2,164,94
116,8,20,96,17,119,5,342,65
117,1,11,54,11,115,6,407,82
118,7,17,38,5,28,2,54,04
119,11,2,50,22,74,6,585,24
120,2,10,22,5,153,2,65,96
121,15,9,5,28,155,5,412,35
122,4,17,94,20,85,1,11,61
123,2,15,21,7,68,4,131,92
124,12,20,13,9,79,9,458,10
125,6,9,25,16,147,2,106,24
126,7,3,84,8,93,2,54,04
127,1,7,71,3,77,6,407,82
128,11,1,81,26,82,1,97,54
129,10,6,24,20,146,10,726,40
130,7,15,83,22,151,3,81,06
131,12,15,57,15,77,7,356,30
132,4,1,67,19,55,10,116,10
133,9,8,7,23,158,2,183,18
134,12,4,59,1,122,3,152,70
135,13,9,26,11,88,3,289,59
136,3,1,51,28,94,8,57,20
137,10,10,95,15,20,1,72,64
138,5,20,13,5,110,4,49,88
139,10,20,59,7,26,7,508,48
140,12,14,33,9,106,9,458,10
141,12,13,30,9,159,10,509,00
142,10,20,54,21,174,1,72,64
143,12,8,22,30,14,6,305,40
144,15,2,41,25,159,5,412,35
145,1,9,83,8,29,4,271,88
146,1,20,15,23,73,5,339,85
147,10,1,76,29,99,7,508,48
148,3,3,82,30,100,8,57,20
149,12,12,73,24,171,4,203,60
150,7,4,58,26,5,9,243,18
151,1,2,31,19,95,8,543,76
152,10,14,13,21,144,7,508,48
153,10,11,79,19,135,11,799,04
154,15,7,14,30,7,11,907,17
155,14,8,14,8,88,11,792,55
156,6,14,47,3,140,9,478,08
157,2,16,66,2,100,2,65,96
158,3,12,3,8,34,2,14,30
159,2,15,45,17,142,8,263,84
160,7,16,57,24,34,8,216,16
161,9,17,41,21,89,10,915,90
162,8,3,87,6,111,3,205,59
163,9,8,99,22,95,3,274,77
164,15,9,85,9,45,7,577,29
165,14,9,81,26,126,9,648,45
166,2,20,24,27,107,3,98,94
167,8,12,12,13,167,4,274,12
168,12,2,39,6,66,3,152,70
169,11,1,65,21,106,9,877,86
170,11,1,41,8,70,10,975,40
171,10,7,73,30,19,11,799,04
172,8,9,28,15,101,6,411,18
173,13,9,43,22,34,10,965,30
174,10,14,98,7,97,2,145,28
175,13,4,45,26,137,6,579,18
176,8,17,57,9,178,4,274,12
177,6,5,18,15,8,2,106,24
178,1,12,69,5,17,7,475,79
179,9,7,24,23,148,2,183,18
180,10,6,66,20,129,7,508,48
181,5,6,84,21,55,4,49,88
182,9,14,16,16,134,5,457,95
183,1,13,34,1,7,9,611,73
184,3,6,77,26,80,2,14,30
185,4,18,61,22,30,2,23,22
186,14,4,19,12,174,2,144,10
187,11,18,74,17,159,7,682,78
188,3,16,12,17,101,2,14,30
189,11,5,83,29,166,5,487,70
190,8,2,7,20,169,9,616,77
191,8,11,24,23,165,2,137,06
192,8,7,13,3,79,3,205,59
193,11,18,17,19,144,4,390,16
194,2,1,45,24,135,6,197,88
195,3,12,82,4,94,10,71,50
196,11,2,97,23,151,7,682,78
197,13,3,20,1,59,6,579,18
198,7,17,48,16,69,7,189,14
199,14,20,1,24,108,3,216,15
200,10,6,100,9,81,2,145,28
201,5,9,45,22,80,1,12,47
202,13,13,84,21,108,8,772,24
203,3,20,86,27,168,3,21,45
204,2,20,50,29,130,9,296,82
205,14,18,99,21,100,1,72,05
206,15,17,52,7,181,8,659,76
207,4,9,27,11,48,10,116,10
208,7,12,90,11,21,3,81,06
209,10,12,2,19,162,10,726,40
210,5,6,41,17,100,1,12,47
211,13,7,76,10,11,3,289,59
212,13,9,14,28,181,10,965,30
213,6,16,59,10,137,8,424,96
214,11,3,71,17,32,8,780,32
215,9,20,46,6,144,5,457,95
216,7,8,1,13,22,5,135,10
217,11,17,79,11,75,7,682,78
218,6,18,19,14,86,9,478,08
219,8,10,4,13,18,7,479,71
220,15,12,48,10,8,2,164,94
221,9,20,18,25,21,8,732,72
222,8,17,59,1,176,10,685,30
223,9,5,56,21,117,9,824,31
224,4,7,92,11,18,2,23,22
225,3,19,17,8,79,9,64,35
226,12,2,96,26,167,1,50,90
227,5,14,13,25,93,9,112,23
228,4,3,12,24,150,9,104,49
229,2,19,73,27,164,2,65,96
230,10,17,51,12,156,3,217,92
231,13,1,55,25,143,3,289,59
232,8,4,44,8,38,9,616,77
233,2,17,28,21,153,1,32,98
234,15,11,50,14,130,5,412,35
235,15,12,14,17,143,2,164,94
236,2,14,59,24,44,9,296,82
237,15,11,94,5,119,2,164,94
238,4,6,98,3,177,6,69,66
239,2,12,81,7,132,1,32,98
240,10,11,26,10,114,9,653,76
241,4,12,36,9,134,3,34,83
242,4,17,33,17,150,9,104,49
243,5,11,48,28,20,11,137,17
244,3,18,100,27,59,8,57,20
245,6,8,3,29,29,5,265,60
246,1,6,49,3,99,2,135,94
247,1,7,74,23,46,5,339,85
248,8,11,71,7,151,6,411,18
249,5,7,98,28,50,9,112,23
250,13,17,55,25,66,8,772,24
251,4,18,76,11,95,9,104,49
252,4,13,61,1,38,5,58,05
253,8,8,70,5,101,8,548,24
254,12,17,95,26,36,1,50,90
255,10,20,21,23,25,10,726,40
256,11,6,28,29,49,2,195,08
257,4,14,39,2,19,4,46,44
258,7,20,20,21,173,6,162,12
259,13,12,30,18,35,3,289,59
260,15,3,74,20,36,4,329,88
261,13,19,28,27,77,11,1061,83
262,4,14,48,6,150,2,23,22
263,5,19,55,30,179,2,24,94
264,10,4,79,30,36,8,581,12
265,15,7,43,16,37,11,907,17
266,5,4,78,5,181,4,49,88
267,6,11,27,2,77,8,424,96
268,9,11,19,28,134,8,732,72
269,10,19,74,8,159,6,435,84
270,15,3,37,9,147,5,412,35
271,3,5,100,3,36,7,50,05
272,10,10,100,11,51,9,653,76
273,15,18,6,6,2,2,164,94
274,11,11,18,23,115,5,487,70
275,8,1,51,13,91,8,548,24
276,6,4,87,19,91,4,212,48
277,2,5,61,27,142,2,65,96
278,2,17,56,10,131,9,296,82
279,9,1,62,5,174,4,366,36
280,7,3,14,12,52,4,108,08
281,4,8,51,6,8,2,23,22
282,15,18,62,3,112,3,247,41
283,8,15,32,6,109,2,137,06
284,5,16,40,1,107,6,74,82
285,4,17,57,20,91,6,69,66
286,10,20,21,25,92,1,72,64
287,3,16,31,30,151,2,14,30
288,3,3,100,15,156,3,21,45
289,13,4,82,22,64,7,675,71
290,3,6,34,26,98,7,50,05
291,4,11,81,13,57,7,81,27
292,5,15,24,7,124,11,137,17
293,15,4,28,26,168,8,659,76
294,10,2,59,1,95,10,726,40
295,14,9,59,14,84,2,144,10
296,15,12,47,25,47,3,247,41
297,8,15,91,5,151,5,342,65
298,13,3,39,13,176,4,386,12
299,11,4,92,7,145,8,780,32
300,4,5,49,10,142,9,104,49
301,4,14,91,4,164,8,92,88
302,11,13,7,23,148,7,682,78
303,13,16,44,20,56,8,772,24
304,12,16,44,26,65,3,152,70
305,4,6,57,7,132,6,69,66
306,2,11,44,5,83,4,131,92
307,5,18,21,21,61,8,99,76
308,7,5,2,28,99,9,243,18
309,11,7,18,21,152,6,585,24
310,5,20,26,24,21,3,37,41
311,14,6,6,1,148,7,504,35
312,4,15,20,26,73,8,92,88
313,13,9,72,23,46,5,482,65
314,8,11,84,30,170,7,479,71
315,1,19,25,10,146,2,135,94
316,5,15,92,20,80,5,62,35
317,3,18,10,13,5,7,50,05
318,8,10,26,7,141,2,137,06
319,9,15,20,15,167,11,1007,49
320,3,15,41,17,54,4,28,60
321,10,1,60,7,111,1,72,64
322,2,16,81,2,135,10,329,80
323,7,7,7,24,117,6,162,12
324,6,12,20,15,69,8,424,96
325,13,13,49,25,42,9,868,77
326,12,5,38,24,139,2,101,80
327,1,16,11,24,14,10,679,70
328,15,2,77,7,89,7,577,29
329,10,9,18,13,119,6,435,84
330,13,13,12,15,83,8,772,24
331,5,17,100,7,122,10,124,70
332,1,6,49,18,53,10,679,70
333,11,13,53,21,179,3,292,62
334,6,15,53,23,92,3,159,36
335,8,20,85,2,36,5,342,65
336,10,8,66,5,98,11,799,04
337,11,5,32,1,44,2,195,08
338,4,15,64,26,10,4,46,44
339,12,1,70,26,44,9,458,10
340,13,10,44,29,143,8,772,24
341,15,10,17,20,108,2,164,94
342,11,16,93,6,128,3,292,62
343,5,20,11,7,30,7,87,29
344,14,10,83,5,28,1,72,05
345,11,14,33,22,41,7,682,78
346,2,18,25,10,152,3,98,94
347,1,1,13,5,57,4,271,88
348,5,20,46,25,117,2,24,94
349,15,18,94,3,38,3,247,41
350,11,16,45,5,60,6,585,24
351,1,10,25,8,85,9,611,73
352,1,2,20,13,46,7,475,79
353,1,1,5,27,99,1,67,97
354,5,3,54,19,173,6,74,82
355,15,8,67,14,107,9,742,23
356,2,15,38,27,137,6,197,88
357,3,10,15,8,83,1,7,15
358,9,13,54,26,163,5,457,95
359,14,12,14,19,128,9,648,45
360,15,12,4,1,168,3,247,41
361,8,20,13,10,117,3,205,59
362,4,6,52,16,147,2,23,22
363,5,2,15,4,113,3,37,41
364,15,13,43,1,171,1,82,47
365,8,10,67,12,22,2,137,06
366,13,14,59,4,146,11,1061,83
367,3,6,57,8,8,4,28,60
368,1,6,38,12,14,9,611,73
369,10,8,100,5,142,9,653,76
370,14,13,52,24,169,9,648,45
371,1,12,33,21,141,8,543,76
372,15,6,48,8,56,9,742,23
373,1,6,78,26,132,2,135,94
374,12,17,66,24,40,10,509,00
375,9,9,95,19,121,2,183,18
376,14,14,2,28,5,10,720,50
377,2,11,16,10,139,10,329,80
378,8,4,26,2,39,6,411,18
379,2,9,25,14,169,2,65,96
380,5,9,32,8,81,3,37,41
381,9,3,15,27,85,10,915,90
382,12,4,45,29,40,4,203,60
383,6,9,68,8,51,4,212,48
384,8,14,66,2,73,3,205,59
385,14,1,47,1,156,8,576,40
386,12,12,63,4,40,7,356,30
387,6,3,4,30,75,3,159,36
388,3,3,17,2,58,10,71,50
389,10,4,22,22,90,2,145,28
390,6,11,46,23,63,2,106,24
391,12,17,29,9,73,5,254,50
392,9,1,52,24,137,7,641,13
393,4,11,54,3,68,4,46,44
394,1,15,73,27,148,3,203,91
395,3,5,67,17,93,9,64,35
396,6,7,86,17,52,7,371,84
397,6,20,92,25,46,5,265,60
398,9,13,48,2,161,9,824,31
399,7,5,89,23,101,2,54,04
400,11,4,39,8,154,3,292,62
401,5,15,37,22,118,7,87,29
402,11,5,28,19,79,8,780,32
403,5,6,82,18,51,1,12,47
404,13,20,16,7,51,11,1061,83
405,11,2,9,30,20,9,877,86
406,12,3,23,7,131,5,254,50
407,15,8,23,19,61,10,824,70
408,12,3,82,19,48,8,407,20
409,9,5,48,15,44,10,915,90
410,5,5,60,23,87,6,74,82
411,4,1,34,19,80,2,23,22
412,1,10,71,26,7,2,135,94
413,6,7,50,9,104,7,371,84
414,3,14,32,29,96,6,42,90
415,14,1,32,10,135,6,432,30
416,2,13,43,14,116,3,98,94
417,4,17,1,6,172,5,58,05
418,2,13,30,6,3,8,263,84
419,8,9,50,21,54,5,342,65
420,9,16,59,4,144,9,824,31
421,4,7,48,27,107,6,69,66
422,10,5,78,13,9,3,217,92
423,15,11,53,17,134,10,824,70
424,2,6,46,25,100,7,230,86
425,2,3,52,6,50,7,230,86
426,9,3,77,3,178,5,457,95
427,4,18,13,11,11,4,46,44
428,2,18,63,4,126,8,263,84
429,7,16,71,17,103,10,270,20
430,9,5,18,25,146,10,915,90
431,8,17,22,10,146,4,274,12
432,4,11,47,7,110,3,34,83
433,15,6,44,24,158,5,412,35
434,4,4,87,3,44,4,46,44
435,15,17,67,22,79,5,412,35
436,5,15,13,15,38,2,24,94
437,6,4,91,22,15,5,265,60
438,11,15,83,28,136,3,292,62
439,8,7,84,7,135,2,137,06
440,1,18,83,4,77,5,339,85
441,13,12,98,1,29,9,868,77
442,15,9,51,9,132,8,659,76
443,3,14,31,27,160,2,14,30
444,6,10,97,28,51,9,478,08
445,7,5,75,20,157,5,135,10
446,11,9,46,5,146,9,877,86
447,10,7,27,26,180,9,653,76
448,2,1,34,10,114,7,230,86
449,15,5,83,1,180,11,907,17
450,8,6,34,14,106,5,342,65
451,7,17,28,16,50,5,135,10
452,15,1,14,24,160,9,742,23
453,5,13,100,5,94,10,124,70
454,14,1,62,28,57,11,792,55
455,9,12,88,30,115,11,1007,49
456,14,18,88,4,178,3,216,15
457,11,17,88,21,119,10,975,40
458,6,11,39,5,75,3,159,36
459,4,16,98,12,23,9,104,49
460,7,14,13,13,27,9,243,18
461,3,9,68,30,100,5,35,75
462,13,7,6,13,42,9,868,77
463,1,12,5,26,8,6,407,82
464,3,9,88,24,16,2,14,30
465,12,15,91,21,77,4,203,60
466,1,14,48,4,49,5,339,85
467,1,17,31,10,126,1,67,97
468,13,11,47,8,133,4,386,12
469,13,11,40,12,179,7,675,71
470,6,6,48,25,142,4,212,48
471,13,12,9,18,113,7,675,71
472,14,10,22,11,59,4,288,20
473,4,17,67,22,33,9,104,49
474,12,12,56,14,81,4,203,60
475,15,2,9,18,56,7,577,29
476,9,2,84,22,82,7,641,13
477,3,11,100,29,85,9,64,35
478,9,1,49,10,100,5,457,95
479,9,15,61,8,120,7,641,13
480,15,15,99,6,136,3,247,41
481,5,13,96,8,17,1,12,47
482,5,5,12,10,2,7,87,29
483,9,4,18,23,128,1,91,59
484,14,8,51,18,138,10,720,50
485,7,13,5,12,143,9,243,18
486,15,12,54,9,82,1,82,47
487,13,16,16,5,88,4,386,12
488,1,8,63,27,64,5,339,85
489,9,6,52,6,65,10,915,90
490,1,12,71,24,169,2,135,94
491,10,9,43,9,40,10,726,40
492,9,10,67,30,10,5,457,95
493,14,11,53,17,95,8,576,40
494,14,15,47,6,113,10,720,50
495,14,3,60,20,155,9,648,45
496,5,2,74,6,117,5,62,35
497,4,7,30,20,71,9,104,49
498,10,8,33,12,31,1,72,64
499,9,19,57,30,105,3,274,77
500,11,12,47,7,165,5,487,70
501,6,17,82,22,165,10,531,20
502,9,18,24,3,92,10,915,90
503,10,1,91,9,67,6,435,84
504,8,15,89,7,175,10,685,30
505,13,1,37,13,142,3,289,59
506,1,17,9,6,134,2,135,94
507,3,11,20,2,95,2,14,30
508,3,20,96,23,152,6,42,90
509,13,9,58,1,130,3,289,59
510,12,5,74,3,170,7,356,30
511,7,19,46,5,72,10,270,20
512,12,14,29,5,177,9,458,10
513,8,6,56,7,77,7,479,71
514,14,1,76,13,172,5,360,25
515,12,14,34,12,125,9,458,10
516,11,15,83,13,62,8,780,32
517,13,11,83,24,21,10,965,30
518,15,7,77,18,139,3,247,41
519,13,18,9,3,101,1,96,53
520,2,17,40,10,35,9,296,82
521,2,16,1,5,94,3,98,94
522,2,20,91,9,64,2,65,96
523,12,15,96,11,13,4,203,60
524,9,14,30,10,30,5,457,95
525,9,18,18,15,80,4,366,36
526,8,6,78,4,104,9,616,77
527,4,8,67,28,51,10,116,10
528,1,14,83,28,36,5,339,85
529,2,16,72,5,118,6,197,88
530,10,6,6,24,34,5,363,20
531,12,13,90,25,37,9,458,10
532,8,7,77,3,88,8,548,24
533,5,14,35,14,83,10,124,70
534,12,15,68,28,179,8,407,20
535,3,3,65,21,22,3,21,45
536,11,14,59,1,14,7,682,78
537,9,13,74,9,74,10,915,90
538,7,4,68,2,108,9,243,18
539,10,9,74,14,155,4,290,56
540,2,10,9,9,43,6,197,88
541,11,6,39,13,92,7,682,78
542,3,9,2,14,16,6,42,90
